psgc,level,name,region,province,assets,liabilities,equity,revenue,expenses,net_assistance_subsidy,surplus_deficit,cash_begin,net_cash,cash_end
0402101000,municipality,Alfonso,Region IV - A,Cavite,1376347,373883,1002465,342614,315629,-3880,23105,151151,5732,156883
0402102000,municipality,Amadeo,Region IV - A,Cavite,349411,82067,267344,228115,196124,-4552,27439,86154,35513,121667
0402107000,municipality,Gen. Emilio Aguinaldo,Region IV - A,Cavite,294629,66536,228093,139210,118652,-3695,16863,33578,21485,55062
0402123000,municipality,Gen. Mariano Alvarez,Region IV - A,Cavite,1071492,254405,817086,601563,533475,-8224,59863,268124,4799,272923
0402110000,municipality,Indang,Region IV - A,Cavite,673379,198959,474420,321815,302038,7630,27408,225352,21705,247057
0402111000,municipality,Kawit,Region IV - A,Cavite,1064965,566327,498638,714366,642706,-1286,70373,200625,104175,304800
0402112000,municipality,Magallanes,Region IV - A,Cavite,379143,151290,227853,175524,168945,-1580,4999,47907,50098,98006
0402113000,municipality,Maragondon,Region IV - A,Cavite,665842,86367,579475,217417,220268,2354,-496,103267,-24051,79215
0402114000,municipality,Mendez-Nunez,Region IV - A,Cavite,461103,127584,333519,195863,185978,-2245,7641,24091,8141,32232
0402115000,municipality,Naic,Region IV - A,Cavite,1907259,234009,1673250,679020,529126,3913,153807,392600,66142,458742
0402116000,municipality,Noveleta,Region IV - A,Cavite,247537,80963,166574,241023,218537,-10093,12392,15421,10746,26168
0402117000,municipality,Rosario,Region IV - A,Cavite,1168125,481765,686360,851041,900837,-2630,-52426,64269,-11541,52727
0402118000,municipality,Silang,Region IV - A,Cavite,4778388,1291603,3486785,1596625,1267479,-12521,316625,1313821,317807,1631628
0402120000,municipality,Tanza,Region IV - A,Cavite,1887093,520670,1366423,1192819,1159655,-7751,25413,779328,-121727,657601
0402121000,municipality,Ternate,Region IV - A,Cavite,424841,45793,379049,144516,150847,,-6331,232617,-84027,148589
0403401000,municipality,Alaminos,Region IV - A,Laguna,784154,112716,671439,291206,214124,-11224,65858,376419,60669,437088
0403402000,municipality,Bay,Region IV - A,Laguna,651228,158302,492926,297083,302336,-992,-6245,281747,-25135,256613
0403406000,municipality,Calauan,Region IV - A,Laguna,944186,152283,791903,353556,353395,-3846,-3685,433530,-52194,381336
0403407000,municipality,Cavinti,Region IV - A,Laguna,956024,523566,432458,186645,179960,-114,6571,153685,-16734,136951
0403408000,municipality,Famy,Region IV - A,Laguna,279383,130760,148622,112232,109028,-2098,1107,44888,7151,52039
0403409000,municipality,Kalayaan,Region IV - A,Laguna,282774,64908,217867,159116,152236,-3032,3848,17351,36347,53699
0403410000,municipality,Liliw,Region IV - A,Laguna,401235,90828,310407,170541,179062,-3553,-12074,101516,6327,107843
0403411000,municipality,Los Baños,Region IV - A,Laguna,1545886,535671,1010215,476796,471313,-6365,-882,511614,-61351,450263
0403412000,municipality,Luisiana,Region IV - A,Laguna,564485,170444,394041,163035,143179,-2988,16868,85994,-7631,78363
0403413000,municipality,Lumban,Region IV - A,Laguna,281731,145250,136481,176795,168681,-3140,4974,25782,805,26587
0403414000,municipality,Mabitac,Region IV - A,Laguna,313313,81219,232094,130813,120321,-498,9995,42003,24160,66164
0403415000,municipality,Magdalena,Region IV - A,Laguna,328419,27449,300969,154894,139659,-122,15113,144794,-20083,124710
0403416000,municipality,Majayjay,Region IV - A,Laguna,330547,63663,266884,157255,154784,-5878,-3408,124712,-7430,117281
0403417000,municipality,Nagcarlan,Region IV - A,Laguna,700695,107225,593470,260350,264575,-2136,-6361,176088,-39898,136191
0403418000,municipality,Paete,Region IV - A,Laguna,272887,37301,235586,156709,145528,-1728,9454,49195,19809,69004
0403419000,municipality,Pagsanjan,Region IV - A,Laguna,311141,95109,216032,233621,217673,-5043,10905,87806,5172,92978
0403420000,municipality,Pakil,Region IV - A,Laguna,356831,138269,218562,134390,142158,-10349,-18117,78341,-45990,32351
0403421000,municipality,Pangil,Region IV - A,Laguna,274525,66833,207692,147071,134892,-2333,9845,70708,-67,70640
0403422000,municipality,Pila,Region IV - A,Laguna,493287,91768,401519,272078,188787,-7792,75499,165303,-14094,151210
0403423000,municipality,Rizal,Region IV - A,Laguna,460235,174865,285370,116460,113740,-1326,1394,15261,1324,16585
0403429000,municipality,Siniloan,Region IV - A,Laguna,566394,225565,340829,256407,230352,-3189,22866,15673,14820,30493
0403426000,municipality,Sta. Cruz,Region IV - A,Laguna,717575,274821,442754,511883,495014,-1997,14872,119766,-43924,75842
0403427000,municipality,Sta. Maria,Region IV - A,Laguna,470131,86045,384086,178799,181939,-2067,-5207,39647,-4796,34851
0403430000,municipality,Victoria,Region IV - A,Laguna,411199,113982,297217,180745,179791,-1104,-150,57774,-13258,44516
0405601000,municipality,Agdangan,Region IV - A,Quezon,266362,36607,229754,96176,78215,-2133,15828,95667,-978,94689
0405602000,municipality,Alabat,Region IV - A,Quezon,221893,26327,195566,123089,122324,7236,8001,50642,3066,53707
0405603000,municipality,Atimonan,Region IV - A,Quezon,611572,57839,553732,313102,282247,-7551,23304,137896,-44736,93160
0405605000,municipality,Buenavista,Region IV - A,Quezon,669453,84227,585226,173805,141734,-6464,25607,98672,7024,105697
0405606000,municipality,Burdeos,Region IV - A,Quezon,635803,136304,499499,163598,134929,-5094,23576,305646,18273,323918
0405607000,municipality,Calauag,Region IV - A,Quezon,967268,246352,720916,299789,273653,-6142,19994,295005,-9803,285203
0405608000,municipality,Candelaria,Region IV - A,Quezon,1654625,213758,1440866,527733,419074,-14330,94330,602595,38894,641490
0405610000,municipality,Catanauan,Region IV - A,Quezon,1316589,343346,973243,341529,291581,-8991,40957,240487,88393,328880
0405615000,municipality,Dolores,Region IV - A,Quezon,428234,47531,380704,165809,144024,-2306,19479,62950,-936,62014
0405616000,municipality,Gen. Luna,Region IV - A,Quezon,338284,105763,232522,140633,128311,-11577,744,30477,-3334,27143
0405617000,municipality,Gen. Nakar,Region IV - A,Quezon,1302023,271335,1030688,475462,415213,-13292,46957,311424,30524,341947
0405618000,municipality,Guinayangan,Region IV - A,Quezon,646473,209959,436514,220992,218586,-4889,-2483,178731,-19749,158982
0405619000,municipality,Gumaca,Region IV - A,Quezon,753825,158138,595687,334415,320285,-10140,3990,195532,-53654,141879
0405620000,municipality,Infanta,Region IV - A,Quezon,896541,97856,798685,357065,277028,-15641,64397,344143,14232,358376
0405621000,municipality,Jomalig,Region IV - A,Quezon,153377,53176,100201,85903,67831,-6507,11565,66246,-1883,64364
0405622000,municipality,Lopez,Region IV - A,Quezon,1514366,522363,992004,415153,346758,-15789,52606,534756,58560,593317
0405623000,municipality,Lucban,Region IV - A,Quezon,664359,96228,568130,286969,275534,-3236,8199,186941,-10946,175995
0405625000,municipality,Macalelon,Region IV - A,Quezon,488477,86260,402217,154826,144945,-3222,6659,106670,-16798,89872
0405627000,municipality,Mauban,Region IV - A,Quezon,3089363,1037771,2051592,982030,769007,-7652,205370,919858,138369,1058228
0405628000,municipality,Mulanay,Region IV - A,Quezon,871260,224362,646899,304573,258018,-3317,43238,240786,-52967,187820
0405629000,municipality,Padre Burgos,Region IV - A,Quezon,469801,97132,372669,133900,122818,-2432,8650,145144,11556,156700
0405630000,municipality,Pagbilao,Region IV - A,Quezon,2198996,502223,1696773,664240,490722,-8037,165482,770250,118787,889037
0405631000,municipality,Panukulan,Region IV - A,Quezon,534739,252352,282386,150773,145782,4351,9342,79775,-2234,77541
0405632000,municipality,Patnanungan,Region IV - A,Quezon,227148,50283,176865,121328,96227,-6273,18828,70709,-3710,66999
0405633000,municipality,Perez,Region IV - A,Quezon,253566,38646,214920,104550,96904,-7520,125,53610,-4332,49279
0405634000,municipality,Pitogo,Region IV - A,Quezon,318731,63288,255444,128063,121471,-1165,5427,75992,12182,88174
0405635000,municipality,Plaridel,Region IV - A,Quezon,186340,16893,169446,86591,78991,-1522,6078,24053,-7299,16754
0405636000,municipality,Polilio,Region IV - A,Quezon,838875,179754,659122,242857,172380,23547,94025,215892,-29647,186245
0405637000,municipality,Quezon,Region IV - A,Quezon,215457,40712,174745,110880,118798,10152,2234,101151,-12751,88399
0405638000,municipality,Real,Region IV - A,Quezon,930914,273940,656974,318381,269427,-4550,44405,175611,14008,189619
0405639000,municipality,Sampaloc,Region IV - A,Quezon,290561,57323,233238,120846,136940,-1787,-17881,64214,-26893,37321
0405640000,municipality,San Andres,Region IV - A,Quezon,857368,131744,725624,193072,175112,-8585,9375,132000,7991,139991
0405641000,municipality,San Antonio,Region IV - A,Quezon,507967,42917,465050,174638,148068,-4426,22144,60108,-3876,56232
0405642000,municipality,San Francisco,Region IV - A,Quezon,674302,209637,464665,290760,278133,-5387,7240,200806,-43562,157244
0405644000,municipality,San Narciso,Region IV - A,Quezon,948047,85455,862592,245835,192516,24660,77978,375239,9495,384734
0405645000,municipality,Sariaya,Region IV - A,Quezon,1639432,637194,1002238,646311,568253,-41027,37031,280498,-32580,247917
0405646000,municipality,Tagkawayan,Region IV - A,Quezon,1315528,351309,964219,340541,304188,-8054,28299,197712,-79103,118609
0405648000,municipality,Tiaong,Region IV - A,Quezon,1757695,332466,1425229,432992,372276,-7523,53194,604770,11231,616000
0405649000,municipality,Unisan,Region IV - A,Quezon,398936,62454,336481,151831,140600,-3113,8117,79597,-6191,73407
0405801000,municipality,Angono,Region IV - A,Rizal,1431442,711441,720001,643338,608083,-6939,28315,111978,15605,127582
0405803000,municipality,Baras,Region IV - A,Rizal,661747,109196,552551,333760,304351,-21115,8294,151229,-49445,101784
0405804000,municipality,Binangonan,Region IV - A,Rizal,4396046,730572,3665474,1143548,838383,-2774,302391,768330,130277,898607
0405805000,municipality,Cainta,Region IV - A,Rizal,4093794,2006140,2087655,2085739,2244097,-29601,-187960,707532,-55454,652078
0405806000,municipality,Cardona,Region IV - A,Rizal,538706,184387,354320,213199,270011,75076,18263,56779,7482,64261
0405807000,municipality,Jala-Jala,Region IV - A,Rizal,431500,99011,332489,169671,147592,-182,21897,126017,-7657,118359
0405809000,municipality,Morong,Region IV - A,Rizal,795374,267992,527381,304351,322706,4918,-13437,134874,-12235,122639
0405810000,municipality,Pililla,Region IV - A,Rizal,860568,520176,340393,344816,375514,23139,-7558,126531,22423,148954
0405808000,municipality,Rodriguez,Region IV - A,Rizal,3074170,1006006,2068164,1456349,1383972,-17506,54871,867112,-12589,854523
0405811000,municipality,San Mateo,Region IV - A,Rizal,2932196,1410076,1522120,1051708,943473,-20335,87900,630898,-3927,626971
0405812000,municipality,Tanay,Region IV - A,Rizal,3045157,1089113,1956044,661324,571606,-27713,62005,736881,59070,795950
0405813000,municipality,Taytay,Region IV - A,Rizal,3743366,714144,3029223,1706295,1752984,47199,510,1072408,-317450,754958
0405814000,municipality,Teresa,Region IV - A,Rizal,666669,197479,469190,324195,327561,10821,7455,268381,-45084,223297
1704001000,municipality,Boac,Region IV - B,Marinduque,1101293,258686,842608,345754,260631,-8900,76222,550779,-66756,484023
1704002000,municipality,Buenavista,Region IV - B,Marinduque,450569,85006,365563,136673,123085,-2197,11391,57228,-5768,51460
1704003000,municipality,Gasan,Region IV - B,Marinduque,683518,125332,558186,200143,162796,-6656,30691,278967,1034,280002
1704004000,municipality,Mogpog,Region IV - B,Marinduque,547921,152709,395212,190673,154280,-7440,28954,170982,9094,180076
1704005000,municipality,Santa Cruz,Region IV - B,Marinduque,821102,244415,576687,296543,340663,67747,23627,294625,-52712,241913
1704006000,municipality,Torrijos,Region IV - B,Marinduque,396338,58176,338163,197735,198557,-2968,-3790,128807,-17290,111517
1705101000,municipality,Abra de Ilog,Region IV - B,Occidental Mindoro,670282,77430,592851,283046,277750,-425,4871,224245,-53924,170321
1705102000,municipality,Calintaan,Region IV - B,Occidental Mindoro,500147,149233,350914,223206,250032,47426,20601,90596,-16723,73873
1705103000,municipality,Looc,Region IV - B,Occidental Mindoro,506790,45638,461152,107758,100009,13215,20964,104484,-7459,97025
1705104000,municipality,Lubang,Region IV - B,Occidental Mindoro,361059,51738,309320,167224,169203,-2420,-4399,37266,-8844,28422
1705105000,municipality,Magsaysay,Region IV - B,Occidental Mindoro,499457,104277,395180,288368,301260,-1975,-14867,103944,-33074,70870
1705106000,municipality,Mamburao,Region IV - B,Occidental Mindoro,604444,294289,310154,259265,277200,29055,11119,125038,19536,144574
1705107000,municipality,Paluan,Region IV - B,Occidental Mindoro,767364,75762,691602,257258,196980,-10246,50032,252654,-23798,228856
1705108000,municipality,Rizal,Region IV - B,Occidental Mindoro,419184,123061,296124,228621,227919,492,1194,105965,-15435,90531
1705109000,municipality,Sablayan,Region IV - B,Occidental Mindoro,1770735,213378,1557357,876856,807435,43125,112545,222513,-24487,198027
1705110000,municipality,San Jose,Region IV - B,Occidental Mindoro,1971877,563712,1408165,802154,831621,-6704,-36171,420941,-82867,338073
1705111000,municipality,Sta. Cruz,Region IV - B,Occidental Mindoro,759484,248990,510494,326342,297505,24899,53735,103725,26067,129793
1705201000,municipality,Baco,Region IV - B,Oriental Mindoro,440838,37921,402917,207911,196251,6476,18135,48243,9887,58130
1705202000,municipality,Bansud,Region IV - B,Oriental Mindoro,654257,116523,537734,253946,210782,-4983,38182,127925,-14522,113402
1705203000,municipality,Bongabong,Region IV - B,Oriental Mindoro,1447276,345540,1101736,435293,376004,-36,59253,506561,-82653,423908
1705204000,municipality,Bulalacao,Region IV - B,Oriental Mindoro,906380,196277,710103,243477,271651,45141,16967,43253,3413,46667
1705206000,municipality,Gloria,Region IV - B,Oriental Mindoro,681869,120160,561710,257117,235344,-14369,7405,87733,24274,112007
1705207000,municipality,Mansalay,Region IV - B,Oriental Mindoro,1405432,688098,717334,317437,305141,-2764,9533,167575,575,168149
1705208000,municipality,Naujan,Region IV - B,Oriental Mindoro,1432801,312961,1119840,476144,561229,92276,7192,356658,-33011,323647
1705209000,municipality,Pinamalayan,Region IV - B,Oriental Mindoro,1088144,367839,720304,396006,442542,-16658,-63193,310495,-45981,264514
1705210000,municipality,Pola,Region IV - B,Oriental Mindoro,899781,152029,747752,168135,172581,-3954,-8400,177498,-14366,163132
1705211000,municipality,Puerto Galera,Region IV - B,Oriental Mindoro,1031826,356807,675020,331286,373997,69344,26633,82961,2606,85566
1705212000,municipality,Roxas,Region IV - B,Oriental Mindoro,558664,79259,479405,257435,213873,-3213,40349,178418,-21810,156608
1705213000,municipality,San Teodoro,Region IV - B,Oriental Mindoro,568058,83693,484366,195265,180676,,14588,88617,-5260,83357
1705214000,municipality,Socorro,Region IV - B,Oriental Mindoro,1052838,126735,926102,210004,252455,5404,-37047,121308,-6757,114552
1705215000,municipality,Victoria,Region IV - B,Oriental Mindoro,824576,296897,527678,242886,288465,40944,-4635,155737,-24746,130991
1705301000,municipality,Aborlan,Region IV - B,Palawan,1250952,247109,1003843,389712,318112,-16233,55366,502245,-30787,471458
1705302000,municipality,Agutaya,Region IV - B,Palawan,260207,46559,213648,92912,79824,-1721,11366,71859,480,72339
1705303000,municipality,Araceli,Region IV - B,Palawan,410650,214254,196396,142326,120244,-2941,19141,28298,51539,79838
1705304000,municipality,Balabac,Region IV - B,Palawan,590053,79703,510350,300494,263635,-2031,34828,144159,5960,150119
1705305000,municipality,Bataraza,Region IV - B,Palawan,2750424,674869,2075555,629628,550228,-14031,65369,464831,-121230,343602
1705306000,municipality,Brooke's Point,Region IV - B,Palawan,1852191,428109,1424081,730485,586336,-44568,99582,480680,-147157,333523
1705307000,municipality,Busuanga,Region IV - B,Palawan,484778,101302,383476,223995,182543,-14550,26902,88501,61,88562
1705308000,municipality,Cagayancillo,Region IV - B,Palawan,,,,,,,,,,
1705309000,municipality,Coron,Region IV - B,Palawan,1484709,562361,922348,496627,440615,-15253,40758,462267,1630,463897
1705322000,municipality,Culion,Region IV - B,Palawan,,,,,,,,,,
